epoch,train_loss,train_acc,val_loss,val_acc
1,3.694518672781331,0.7428571428571429,0.5653171062469482,0.7
2,0.8339722366367661,0.9142857142857143,6.08059466679891,0.5
3,0.2623851858944233,0.9714285714285714,6.581469376881917,0.5
4,0.14228102686111654,0.9785714285714285,0.8079523424307505,0.9
5,0.17849830857999543,0.9785714285714285,0.16033574144045487,0.9666666666666667
6,0.09382320884299458,0.9857142857142858,0.00937780054907004,1.0
7,0.09082909007224116,0.9857142857142858,0.09011109553587933,0.9666666666666667
8,0.11613228490976846,0.9785714285714285,0.08418064412435342,0.9666666666666667
9,0.11109642725458854,0.9928571428571429,0.00023150886013354466,1.0
10,0.036067129018348555,0.9928571428571429,0.0028906276682391764,1.0
11,0.04519133187536032,0.9714285714285714,0.27669727404912314,0.9
12,0.04993258755061691,0.9857142857142858,7.073064049715565e-07,1.0
13,0.0074862496142356705,1.0,1.8238762398444426e-06,1.0
14,0.01744505036409204,0.9928571428571429,2.3603028391031935e-06,1.0
15,0.015748684481617863,0.9928571428571429,5.753636833105702e-06,1.0
16,0.020727661428138942,0.9928571428571429,5.8291918776376406e-06,1.0
17,0.008914006874419605,0.9928571428571429,0.23822206457455952,0.9
18,0.1716690253892525,0.9785714285714285,2.4638759350636973e-05,1.0
19,0.16997802080856803,0.9714285714285714,2.28367047119112e-05,1.0
20,0.05361954789744102,0.9857142857142858,0.0007347718172241002,1.0
