run_dir,model,optimizer,lr,batch_size,weight_decay,best_val_acc,test_acc,dropout_p,augment
/Users/noalevy/Desktop/Desktop - Noa’s MacBook Pro/School/MTA/third year/first semester/deep learning/results/step7_resnet50_finetune/2026-02-19_03-38-52_model-resnet50_opt-adam_lr-0.0001_bs-16_wd-0.0001_drop-0.2_aug-none_norm-imagenet,resnet50,adam,0.0001,16,0.0001,1.0,1.0,0.2,none
/Users/noalevy/Desktop/Desktop - Noa’s MacBook Pro/School/MTA/third year/first semester/deep learning/results/step7_resnet50_finetune/2026-02-19_03-40-27_model-resnet50_opt-adam_lr-0.0001_bs-16_wd-0.0001_drop-0.2_aug-strong_norm-imagenet,resnet50,adam,0.0001,16,0.0001,0.9666666666666667,1.0,0.2,strong
