epoch,train_loss,train_acc,val_loss,val_acc
1,4.049067125170093,0.7642857142857142,0.7418628811836243,0.5333333333333333
2,0.012530782385886141,0.9928571428571429,7.001484680175781,0.5
3,1.6102023742194303e-05,1.0,8.622718620300294,0.5
4,0.1489698855005128,0.9785714285714285,9.186958376566569,0.5
5,0.0301812750814663,0.9928571428571429,0.0735268900791804,0.9666666666666667
6,0.26821990129610235,0.9714285714285714,7.7053980509440105,0.5666666666666667
7,0.017275710341644768,0.9928571428571429,0.07407022302932091,0.9666666666666667
8,0.017781779460866735,0.9857142857142858,0.5474698901176452,0.9333333333333333
9,0.00033959436779135946,1.0,0.04229610316688195,0.9666666666666667
10,5.110016458534769e-06,1.0,3.576276649634262e-08,1.0
11,0.07945366842398335,0.9928571428571429,0.0,1.0
12,0.007500550569134847,0.9928571428571429,0.0,1.0
13,0.0008464282573413584,1.0,0.0,1.0
14,0.0007223489699317298,1.0,5.960459172153302e-08,1.0
15,0.00015998367385583785,1.0,1.4305084429603692e-07,1.0
16,1.0318756121918682e-05,1.0,1.6689258094023293e-07,1.0
17,2.1830726988676067e-06,1.0,1.7881344926233094e-07,1.0
18,3.725774977933075e-05,1.0,8.344639657783167e-08,1.0
19,0.000259626538395606,1.0,7.947285022661769e-09,1.0
20,5.176012699108818e-05,1.0,3.973642748178463e-09,1.0
