epoch,train_loss,train_acc,val_loss,val_acc
1,0.6947596686226981,0.5142857142857142,0.699269711971283,0.5
2,0.6868731090000697,0.5071428571428571,0.6566542387008667,0.5333333333333333
3,0.5872624788965498,0.6857142857142857,0.4079475402832031,0.9
4,0.31716138465063914,0.8785714285714286,0.16731804609298706,0.9
5,0.15896131907190594,0.9142857142857143,0.11586206406354904,0.9333333333333333
6,0.1858544158084052,0.9428571428571428,0.06367553770542145,0.9666666666666667
7,0.08940435637320791,0.9714285714285714,0.03863814100623131,0.9666666666666667
8,0.05309475947703634,0.9785714285714285,0.03306840360164642,0.9666666666666667
9,0.029171535692044667,0.9857142857142858,0.025164926424622536,1.0
10,0.04814612567424774,0.9714285714285714,0.15037788450717926,0.9
11,0.08256770348442452,0.95,0.0033687755931168795,1.0
12,0.04094753308620836,0.9857142857142858,0.004735413007438183,1.0
13,0.04098797005468181,0.9785714285714285,0.004282004199922085,1.0
14,0.021100118826143443,0.9928571428571429,0.0016144715482369065,1.0
15,0.03793317476021392,0.9928571428571429,0.0011814286699518561,1.0
16,0.04272429830993393,0.9785714285714285,0.002586890710517764,1.0
17,0.007523886292308037,1.0,0.027927318587899208,0.9666666666666667
18,0.016897422624086694,1.0,0.00019261760462541133,1.0
19,0.0011305800921815846,1.0,0.0016694101504981518,1.0
20,0.005821521026414952,1.0,0.0006920352461747825,1.0
