epoch,train_loss,train_acc,val_loss,val_acc
1,4.9264831253460475,0.7642857142857142,0.6993890126546224,0.5333333333333333
2,0.0013413533046981944,1.0,4.832454967498779,0.5
3,0.000219774915324576,1.0,5.668120606740316,0.5
4,0.09776194116187469,0.9928571428571429,6.929856967926026,0.5
5,0.18393249632395617,0.9857142857142858,0.0001939307141573939,1.0
6,0.04900592395237489,0.9857142857142858,0.05757801781087437,0.9666666666666667
7,0.046209791970118125,0.9857142857142858,2.6245054080694293e-05,1.0
8,0.19182344260000914,0.9785714285714285,3.890105805718728e-06,1.0
9,0.0002552671207889696,1.0,0.21109596689542134,0.9333333333333333
10,0.17372500031490853,0.9714285714285714,0.029442982375621797,0.9666666666666667
11,6.559715876873286e-06,1.0,3.6634978944978986e-06,1.0
12,0.06577401193228778,0.9928571428571429,0.19053638974710338,0.9666666666666667
13,0.05371301263637253,0.9928571428571429,0.6060471857587496,0.9666666666666667
14,0.053192300906192716,0.9785714285714285,2.890767112428231e-05,1.0
15,0.06189700033298737,0.9928571428571429,1.1549533307212792e-05,1.0
16,5.808866524229675e-05,1.0,0.0008701637154369261,1.0
17,0.10144219944553912,0.9928571428571429,0.15952303210892751,0.9333333333333333
18,0.0003809150518823198,1.0,0.0006770461632792528,1.0
19,0.0028295810105321705,1.0,0.00013228578075844173,1.0
20,0.004318213613152823,1.0,1.986808668637726e-06,1.0
