epoch,train_loss,train_acc,val_loss,val_acc
1,7.682932615280151,0.65,0.4688804308573405,0.8
2,1.946696897896306,0.8714285714285714,2.119366264343262,0.5
3,0.8706556160269039,0.9214285714285714,2.2178098519643146,0.5
4,0.8719977728224226,0.8785714285714286,0.4907519419987996,0.8
5,0.22244145557592024,0.9642857142857143,0.1383382280667623,0.9333333333333333
6,0.5755995623135407,0.9357142857142857,0.007460527929166952,1.0
7,0.615336279983498,0.9571428571428572,0.1759290874004364,0.9333333333333333
8,0.11131114219398504,0.9642857142857143,0.29277329444885253,0.9
9,0.7754873220621707,0.9785714285714285,0.010873980777493368,1.0
10,0.4666713126269834,0.9428571428571428,0.020277744399694105,1.0
11,0.45570672756169056,0.9428571428571428,6.5028045018514,0.7
12,0.08180635289775506,0.9785714285714285,1.2977815469106038,0.8666666666666667
13,0.07705154940776993,0.9714285714285714,0.12822322124848143,0.9666666666666667
14,0.031989475049795144,0.9785714285714285,0.0021610524330753834,1.0
15,0.0402379975275835,0.9785714285714285,0.013048469669107969,1.0
16,0.05008673064294271,0.9857142857142858,0.0002818266007428368,1.0
17,0.03058022558023887,0.9928571428571429,0.0002952715576005479,1.0
18,0.02131003960967064,0.9928571428571429,0.0001500114701533069,1.0
19,0.006062439478202058,1.0,0.00036634158968809063,1.0
20,0.030148540675665053,0.9857142857142858,0.00020038236010198792,1.0
