epoch,train_loss,train_acc,val_loss,val_acc
1,2.9445505971687713,0.7571428571428571,2.430253267288208,0.5
2,0.2958255169422565,0.9642857142857143,5.060548114776611,0.5
3,0.2530542486356353,0.9642857142857143,3.961049938201904,0.5333333333333333
4,0.5046455905040992,0.9428571428571428,3.313149261474609,0.5666666666666667
5,0.22809702056605863,0.9428571428571428,1.3979374090830485,0.7666666666666667
6,0.1065011908686334,0.9857142857142858,0.6896517356236775,0.8666666666666667
7,0.31361666987566944,0.95,0.4397016813357671,0.9333333333333333
8,0.07305132341472408,0.9785714285714285,0.7058335423469544,0.8666666666666667
9,0.06698069577053373,0.9714285714285714,4.069316055392847e-05,1.0
10,0.1543269570837895,0.9642857142857143,0.9977974096934,0.8666666666666667
11,0.14775495487831775,0.9785714285714285,0.0019007544960004453,1.0
12,0.04952559125168981,0.9785714285714285,0.0017364243957369277,1.0
13,0.12438829028231858,0.9785714285714285,0.6578480998674725,0.9333333333333333
14,0.10287366512239282,0.9785714285714285,0.27563358942667643,0.9
15,0.15709774401237026,0.9857142857142858,0.959054371714592,0.9
16,0.029517996671204676,0.9928571428571429,1.2829476475715638,0.8333333333333334
17,0.015064423274885387,0.9928571428571429,0.6553903160267509,0.9
18,0.05980921033807525,0.9928571428571429,0.4303306182225356,0.9333333333333333
19,0.008862884215672499,0.9928571428571429,0.35121799707399076,0.9333333333333333
20,0.007373735294346976,0.9928571428571429,0.09425244927406311,0.9666666666666667
