epoch,train_loss,train_acc,val_loss,val_acc
1,5.911785854399204,0.6857142857142857,0.3150428732236226,0.8333333333333334
2,0.2654629926556676,0.9642857142857143,4.782857036590576,0.5
3,6.288485930627173e-05,1.0,8.443546676635743,0.5
4,0.010896168503979555,0.9928571428571429,8.089944330851237,0.5
5,0.06429098303311283,0.9857142857142858,0.0,1.0
6,0.1572712818771829,0.9857142857142858,0.0,1.0
7,6.035083211882255e-05,1.0,0.0,1.0
8,0.03173516865436104,0.9928571428571429,3.973642748178463e-09,1.0
9,0.0009027095062691615,1.0,7.542801225402703e-05,1.0
10,7.977679666483693e-06,1.0,0.003035961308827003,1.0
11,0.00039392492707963,1.0,0.029735239843527477,0.9666666666666667
12,0.09019248667896776,0.9928571428571429,0.0,1.0
13,1.4664419839911196e-05,1.0,1.5692565924988836e-05,1.0
14,0.0010643906985568004,1.0,4.458271882867848e-06,1.0
15,0.0006682570087637681,1.0,2.2252359788884253e-07,1.0
16,5.604074125840392e-05,1.0,7.947280214655924e-08,1.0
17,0.002757070532125435,1.0,2.781549473714525e-08,1.0
18,0.0026354590387021354,1.0,0.0,1.0
19,1.4435491108345998e-05,1.0,0.0,1.0
20,1.4004213541899243e-05,1.0,0.0,1.0
