epoch,train_loss,train_acc,val_loss,val_acc
1,0.7844048210552761,0.45714285714285713,0.7181312044461569,0.7333333333333333
2,0.7016319547380719,0.5428571428571428,0.6846592624982198,0.5333333333333333
3,0.6840486185891288,0.5714285714285714,0.6925396045049032,0.5333333333333333
4,0.681226875100817,0.6285714285714286,0.6661555369695028,0.5
5,0.6642805082457406,0.5214285714285715,0.6463459054629008,0.5
6,0.6299242888178144,0.6428571428571429,0.5952592293421427,0.6666666666666666
7,0.5606760587011065,0.7785714285714286,0.4907254338264465,0.9
8,0.4461152085236141,0.8357142857142857,0.3741202374299367,0.7333333333333333
9,0.3030223520738738,0.9071428571428571,0.2251998444398244,0.9
10,0.1802287919180734,0.9142857142857143,0.18638901859521867,0.9333333333333333
11,0.3665550644908633,0.8571428571428571,0.3192807992299398,0.7666666666666667
12,0.26246421081679205,0.9214285714285714,0.2780290186405182,0.8666666666666667
13,0.28678189856665476,0.8928571428571429,0.14017688979705176,0.9333333333333333
14,0.22508990743330548,0.9,0.18234414160251616,0.9333333333333333
15,0.21317940439496721,0.9214285714285714,0.11810031235218048,0.9666666666666667
16,0.1868861930710929,0.9142857142857143,0.13791210899750392,0.9333333333333333
17,0.1703399645430701,0.9428571428571428,0.08641319225231807,0.9666666666666667
18,0.1391660092132432,0.9357142857142857,0.08926772549748421,0.9666666666666667
19,0.15966707382883344,0.9285714285714286,0.09941505839427313,0.9666666666666667
20,0.16240498381001608,0.9285714285714286,0.07444265733162563,1.0
