epoch,train_loss,train_acc,val_loss,val_acc
1,0.736484842641013,0.6,0.6843937555948894,0.5
2,0.5802790062768118,0.6857142857142857,0.41835755904515587,1.0
3,0.2956169034753527,0.9071428571428571,0.10732370416323343,1.0
4,0.14362934870379312,0.9571428571428572,0.04696866025527318,1.0
5,0.07857077165639827,0.9642857142857143,0.017512763539950054,1.0
6,0.05842680390258985,0.9785714285714285,0.009839668062825997,1.0
7,0.050649733488847104,0.9785714285714285,0.09368081837892532,0.9666666666666667
8,0.061058188336236136,0.9785714285714285,0.011525041485826174,1.0
9,0.08700266264911209,0.9714285714285714,0.2520687222480774,0.8666666666666667
10,0.13130039264048848,0.9571428571428572,0.13502828379472095,0.9666666666666667
11,0.07351698481610842,0.9642857142857143,0.04456864967942238,1.0
12,0.058867584754313744,0.9857142857142858,0.03117349495490392,1.0
13,0.03501165228496705,0.9928571428571429,0.07189629773298899,0.9333333333333333
14,0.06120221043404724,0.9785714285714285,0.01834606404105822,1.0
15,0.012482718897185155,1.0,0.0182570431381464,1.0
16,0.008971336385833898,1.0,0.0673100471496582,0.9333333333333333
17,0.00827616415252643,1.0,0.012881377587715785,1.0
18,0.005195821322766798,1.0,0.009434698211650053,1.0
19,0.051563275537254025,0.9714285714285714,0.007856584526598454,1.0
20,0.019388414513585823,0.9928571428571429,0.005581110032896201,1.0
